,별점,내용,작성일,공감,비공감
5006,10,진짜 재밌긴하더이다 ㅎㅎ 또 봐야디,2020.10.23,2,3
5007,1,우리 동네 영화관 상영 영화 49개중 38개가 이 영화. 뭐 얼마나 대에단한 영화시길래,2020.10.23,2,3
5008,2,진심...끝으로 갈수록 오글거려서 그냥 나왔어요.영화 다 안보고 나온 영화는 처음. 정말 평점 알바가 있다는걸 알게 해준 영화,2020.10.22,2,3
5009,1,뭔 가 메갈 영화 일꺼 같다,2020.10.22,2,3
5010,4,하늘 쳐다보는게 더 재미있을듯,2020.10.22,2,3
5011,1,페미 페미 페페미미 아 씬놔는 노오래 테스형도 거릅니다~ 아 짜라짜라짠짠 나도 한 번 걸러본드앗~~~~,2020.10.22,2,3
5012,10,여자들 단체로 나온다고 왜 페미영화입니까 남자들 단체로 나온다고 욕먹은 적 있나요 지금까지 한국영화 절반 이상이 남성들만 나오는데요.. 평점 보면 여자남자 전부 높아요 정말 괜찮은 영화이고 남자 분들도 여자 떼거지=...,2020.10.22,2,3
5013,9,옛날 생각도 나고 나름 재미있게 보았어요. 시간은 금방갑니다.,2020.11.11,3,4
5014,10,배우들의 케미가 너무 좋았어요 :),2020.11.11,3,4
5015,8,90년대 감성과 시대상을 회상하기 좋고 해피엔딩이라 더욱 좋았습니다^^,2020.11.10,3,4
5016,10,실화바탕으로 재미있게 이야기를 풀어나가서 보기 좋았음,2020.11.10,3,4
5017,8,,2020.11.02,3,4
5018,10,재밌게 잘 봤어요. 여주 세 명 급호감,2020.11.01,3,4
5019,8,주말에 기분좋게 볼 수 있는 영화 *'_'*,2020.11.01,3,4
5020,6,가볍게 웃으면서 봤오요,2020.10.31,3,4
5021,1,"네..스토리 개연성 개나 주고 연출도 참.. 제가 각본써도 이정도는 아닐거같아요. 페미연상시키는 단어나 문구, 연출 좀 많이 나오는거같습니다.",2020.10.24,3,4
5022,10,너무 재밌어...너무..재밌어,2020.10.23,3,4
5023,1,똥들의 사투대한민국 발전을 막는 악성종양집단,2020.10.23,3,4
5024,9,90년대 레트로 감성  만끽하다 왔네요~  나름 시사성도 있고무엇보다 연기구멍이 없어 보기 편했어요,2020.10.23,3,4
5025,1,중후반부의 불순한 의도가 보이는 영화,2020.10.23,3,4
5026,1,,2020.10.23,3,4
5027,7,"인상깊은 명대사들, 배우들의 명연기. 그렇기에 이야기의 스케일이 조금 작고 아기자기 했으면 좋았을 것 같다",2020.11.12,4,5
5028,7,재밌는스토리 하지만 마지막은 전형적인 한국스토리킬링타임 혹은 코로나시기에 영화관간지 오래되서 오랜만에 영화관에서 볼만한 한국영화,2020.10.28,4,5
5029,2,조선영화에 기대를 한 것이 잘못.이정도 수준의 영화밖에 볼 수 없는 사실이 서글프다. 좌빨성을 떠나 영화를 만드는 수준이 한참 낮다. 인물은 많이 나와 예산을 많이 들어갔겠네. 어디서 자금을 지원받았는지도 궁금.,2020.10.28,4,5
5030,1,너무 기대했나 아쉬운긔,2020.10.23,4,5
5031,6,So so합니다스포를 약간 듣고 가서 그런지....,2020.11.08,5,6
5032,1,평점 알바인듯 보다나옴 너무 재미없어요 문재인이랑 정은경 독감생각나게만듬,2020.10.25,5,6
5033,1,....::::....,2020.10.22,5,6
5034,10,오랜만에 보는 영화였는데 감동 재미 전부 다 잡은 너무 좋은 영화였습니다. 배우분들의 대사들을 곱씹게되서 좋았어요,2020.10.31,6,7
5035,9,연기 굿! 스토리 좋고! 재미있어요,2020.10.22,6,7
5036,10,부당함에 속상했던 하지만 추억에 다시금 웃게 해준~,2020.10.22,6,7
5037,8,모처럼 속이 뻥뚫린 양화를 본것 같아 좋았습니다,2020.11.02,7,8
5038,10,웃다가 울다가 웃다가 울었습니다.왜냐면 이것은 판타지 동화이니까요.,2020.11.01,9,10
5039,6,소재는 참신합니다  빵빵터지는 유쾌한 드라마는 아닙니다,2020.10.22,9,10
5040,10,구성도 좋고 루즈하지 않아 좋았어요,2020.10.22,9,10
5041,7,유쾌했으나 소재가 그다지 신선하지는 않았음.,2020.11.02,12,13
5042,6,지루해요....잘뻔했오요그래도 별3개 이유는배우들 연기보고 3개드려요,2020.10.29,28,29
5043,10,제 인생영화입니다..,2020.11.17,0,2
5044,9,친구랑 봤는데 친구가 페미 느낌이 좀 났다고 하지만재밌게 잘 봤습니다 !!,2020.11.17,0,2
5045,6,억지로 페미 설정 앞 뒤에 살짝씩 묻혀놓은 영화입니다 영화 자체는 미생 느낌이 나고 좋습니다 '상고 나온 여자 3명'이 주인공이며 1명이 페미 색이 짙은 것 같지만 알고보면 늘상 부정적인 소리를 해대는...,2020.11.16,0,2
5046,1,오늘 보고 왔는데 영화보다가 그냥 나가고 싶다고 생각한 적은 처음인듯 뻔한 연출에 재미도 없고 감동도 그닥.. 기대를 많이 했었는데 기대 안했어도 실망이 컸을거라 생각합니다 연기자분들의 연기는 좋았습니다,2020.11.14,0,2
5047,1,제목이 왜 삼진영어토익반 인지도 모르겠고.... 유치함에 몸서리 치다 겨우 다 보고 나왔습니다. 개연성은 없고 폐수 사건만으로 실화라고 주장하는 것도 어이 없네요..,2020.11.14,0,2
5048,8,뻔한데 재밌음,2020.11.14,0,2
5049,10,,2020.11.13,0,2
5050,10,이솜배우의  재발견! 9ㅇ년대 레트로 감상에 빠져들게하는 매력적인 영화,2020.11.13,0,2
5051,10,올해 본 영화중 단연최고였어요..!!꼭 보세요,2020.11.13,0,2
5052,10,"정말 기대 안하고 봤는데, 기대 이상으로 너무 재밌게 봤어요! 잘 만든 작품 인정합니다!! ㅎㅎ",2020.11.13,0,2
5053,10,기분 좋게 잘 봤습니다! 울고 웃고 다 했네요,2020.11.13,0,2
5054,10,재밌고 슬프고 뭉클했어요 큰기대 없이 보러갔는데 대박 ㅜㅜ,2020.11.13,0,2
5055,10,직딩들이라면 재밌게 볼만함,2020.11.13,0,2
5056,10,,2020.11.13,0,2
5057,10,이렇게까지 재밌을 줄 몰랐는데 너무 재밌었어요 돈주고 본거 안아까워요,2020.11.13,0,2
5058,10,,2020.11.13,0,2
5059,10,,2020.11.13,0,2
5060,10,,2020.11.13,0,2
5061,10,,2020.11.13,0,2
5062,6,"찾아서 볼 정도는 아닌데, 그래도 요즘 나온 영화중엔 괜찮음",2020.11.12,0,2
5063,7,어제의 너보다 오늘 더 성장했어,2020.11.12,0,2
5064,10,,2020.11.09,0,2
5065,10,'나를 보지말고 너를 봐' 아가 얼집 보내놓고 2달도 안남은 복직을 앞두고 재미있게 봤어요,2020.11.09,0,2
5066,8,"차별받고 억압받았던 시대에 대해서 재밌게 풀어냈다. 대한민국 국민이라면 느꼇을 외국 자본에 의해 국가의 기업들이 넘어가던 그 안타까운 시절도, 잘 보여줬다. 하지만 뒤로 갈수록 진부한 클리쎄들로 유치하다는 생각이 절...",2020.11.09,0,2
5067,2,7점정도의 영화인데평균평점이 말도 안되게 상향되어 있어서 좀 내려야겠다,2020.11.07,0,2
5068,1,"억지연출, 최악의연기, 유치한내용 삼위일체였습니다. 중간에 몇번이나 뛰쳐나가고 싶었습니다.",2020.11.07,0,2
5069,1,진짜 노잼. 돈아까움. 감동없음. 반전이 반전같지 않음.,2020.11.07,0,2
5070,1,알바 ㅈㄴ많네 진짜 ㅡㅡ 희대의 완전 스레1기 페미영화 영화 자체도 개노잼 코미디 요소는 ㅈㄴ 억지유발;; 여친이랑 둘 다 정색하고 보다가 나옴,2020.11.07,0,2
5071,1,예상되는 전개 예상되는 미장센 예상되는 결말유사 걸캅스 그 이상 그 이하도 아니다,2020.11.07,0,2
5072,2,전형적인 한국영화 클리셰 범벅 +엔딩 질질끌기 플러스영화^^결론 개썁노잼시간이 아까운 영화였습니다한국영화 발전이없다는 말 하기싫은데이런 영화보면 정말 발전이 없다는소리가 나오네요..개인적으로 이솜배우님 너무 좋아하는...,2020.11.04,0,2
5073,2,재미없고 뻔해요 지금 보는 중인데 노잼,2020.11.04,0,2
5074,10,"세 명의 언냐들이 너무 멋졌어요ㅜㅜㅠㅠ 이런 영화가 앞으로 더 많이 나오면 정말 좋겠습니다. 아이 캔 두 잇, 유 캔 두잇, 위 캔 두 잇!!",2020.11.04,0,2
5075,10,"Girls, Be ambitious",2020.11.04,0,2
5076,10,"2020년 들어서 제일 행복했습니다.배우들이며 연출이며 스토리며 정말 완벽했구요 제가 지금까지 봤던 영화들 중에 제일 최고였어요 !!! 이런 멋진 영화 나오게 해주셔서 감사합니당 그리고 고아성 배우님 , 이솜 배우님...",2020.11.03,0,2
5077,10,그냥 미쳤다 무조건 봐야함,2020.11.03,0,2
5078,10,올해 최고에요 코로나만 아니였으면 500만이상임,2020.11.03,0,2
5079,9,,2020.11.03,0,2
5080,10,,2020.11.03,0,2
5081,10,,2020.11.03,0,2
5082,10,너어무우좋으으은영화아아,2020.11.03,0,2
5083,10,영화 기대이상이고 쫄깃쫄깃했습니다~ 너무 재밌고 배우분들 연기 진짜 잘해서 몰입도 잘 됐습니다,2020.11.03,0,2
5084,10,진짜 진짜 재밌음 ㅠㅠ 두 번 봄,2020.11.03,0,2
5085,9,,2020.11.03,0,2
5086,10,뻔하지 않고 은근 반전있는 영화일체의 헤테로 러브라인도 허락하지 않겠다는 감독의 의도가 보임,2020.11.03,0,2
5087,10,삼토반 n탕하고 싶을 정도로 좋았어요. 세 배우님들 케미도 너무 좋고 스토리도 좋고 다 좋아요~,2020.11.03,0,2
5088,10,굿굿굿 재밌음 잘만듦 굿,2020.11.03,0,2
5089,10,,2020.11.03,0,2
5090,10,무엇보다 재미있었음!,2020.11.03,0,2
5091,10,재밌게 잘 봤습니다~~~,2020.11.03,0,2
5092,10,오랜만에 한국영화 재밌게 봤네요 추천해요~~,2020.11.03,0,2
5093,10,꿀잼꿀잼 핵꿀잼입니다~~!!다들 보셨으면,2020.11.03,0,2
5094,10,배우들의 연기가 보기 좋았고 중간중간에 재미도 주어서 너무 무겁지도 않고 재밌게 잘 봤던 것 같아요,2020.11.03,0,2
5095,10,그냥 너무너무 재밌었음 b,2020.11.03,0,2
5096,10,시간가는줄 모르고 정말 재미있게 잘 봤습니다화려한 볼거리가 있는건 아니지만 스토리도 좋고 배우들이 멋지고 귀엽고 매력넘쳐요이런류의 영화 많이 나왔으면 좋겠습니다,2020.11.03,0,2
5097,10,재밌다 배우칭찬 많던데 감독도 잘한듯,2020.11.03,0,2
5098,10,"세 배우들의 케미가 좋은 그저 너무 발랄하고 귀여운 영화 같았는데, 관람하면서 왜 이렇게 울컥했을까 ? 울었다. 좀 많이.",2020.11.03,0,2
5099,10,"그시절 미스 김들이 있었기에 지금의 여성시대가 있다! 약간 뻔하지만 감동과 재미를 다 잡은 영화, 강츄우",2020.11.03,0,2
5100,10,레트로 감성도 좋았고 배우분들의 케미가 좋더라고요 고아성 씨의 사실적인 연기도 좋았고 이솜 씨는 정말 멋있고 박혜수 씨는 정말 귀여워서 보는 내내 즐거웠습니다,2020.11.03,0,2
5101,10,,2020.11.03,0,2
5102,10,지난 시절 이런분들이 있어서 내가 이렇게 살수 있구나 싶은 영화였습니다 :) 배우들 연기도 참 좋네요 추천합니다!,2020.11.03,0,2
5103,10,"오글거리는 장면을 오글거리게 연기함으로써 오글거림을 많이 희석시키는 연기가 돋보였다.16편짜리 미니시리즈로 나올 법한 스토리였으나, 오히려 드라마보다도 더 짧은시간에 더 강하게 이야기를 새겨넣는데 성공한 것 같다.어...",2020.11.03,0,2
5104,10,,2020.11.02,0,2
5105,10,기대이상이었다 배우분들 합도 좋았고 뭔가 복잡한 감정들을 느끼게 해준 좋은 작품이었다,2020.11.02,0,2
5106,8,걸캅스같은 어이없는 영화더러 페미영화라 하지말고 이런영화가 진정한 페미영화다.,2020.11.02,0,2
5107,10,,2020.11.02,0,2
5108,10,신선한 소재 최고다 이솜♡♡,2020.11.02,0,2
5109,10,,2020.11.02,0,2
5110,10,,2020.11.02,0,2
5111,10,연기 스토리 굿이에요 나를 돌아보게 된...,2020.11.02,0,2
5112,10,세 주인공의 케미가 돋보이는 꿀잼영화입니다,2020.11.02,0,2
5113,9,"처음엔 가벼운 듯 하면서도 사건에 점점 빠져드는 연출과 반전, 웃음 연기 등 밸런스가 아주 좋은 영화",2020.11.02,0,2
5114,10,오랜만에 기분좋고 가벼운 마음으로 본 영화,2020.11.02,0,2
5115,10,폭력의 주체는 삼진만이 아니기때문에 더욱 더 주목해야할 우리의 이야기,2020.11.02,0,2
5116,10,한국영화재미있어요하고싶어요안될까요제발보내드립니다네예,2020.11.02,0,2
5117,10,,2020.11.02,0,2
5118,8,"영화 그래도 스토리 완성도 높고, 재미있게 잘 보았습니다. 당시가 저런 시대였군요.",2020.11.02,0,2
5119,10,오랜만에 영화관에서 봤는데 너무 재밌게 봣어요,2020.11.02,0,2
5120,10,예고편보고 궁금해서 퇴근 후 혼영했습니다 ! 나쵸먹고 손 닦으려고 가져간 냅킨이 큰 덕을 해냈네요... ㅋㅋㅋㅋ스토리도 재밌고 현재 사회에서도 저렇게 큰 용기를 낼 수 있는 직원이였으면 좋겠어요 ㅠㅠ..,2020.11.02,0,2
5121,10,기대한거 이상으로 재밌다... ㅠㅠㅠ 기회가 된다면 또 봐야지!!,2020.11.02,0,2
5122,10,"오랜만에 영화 봤는데 기대 한 만큼 재밌었습니다. 한편으론 감동, 또 한편으론 재미 등등... 완전 추천! 다들 연기도 잘하고 감동도 있고.. 최고예요!!",2020.11.02,0,2
5123,10,간만에 영화다운 영화를 봄.,2020.11.02,0,2
5124,10,너무 좋아요 ㅠㅠ 셋이서 케미 걍 미쳤음,2020.11.02,0,2
5125,10,,2020.11.02,0,2
5126,10,,2020.11.02,0,2
5127,10,"내용도 재밌었고, 90년대 감성으로 당시 젊은 여성들을 회상하는 기회가 있어서 즐거웠습니다.",2020.11.02,0,2
5128,10,,2020.11.02,0,2
5129,10,,2020.11.02,0,2
5130,9,.,2020.11.02,0,2
5131,10,B급 영화 예상하고 갔지만A- 영화입니다고예산 탑배우 아니어도 스토리 뻔해도캐릭터성 연기 재미 휴머니티로 승부한다,2020.11.02,0,2
5132,10,페미영화아님.. 유쾌한 시대극이지..,2020.11.02,0,2
5133,8,나 좀 그만보고 너나 신경써 레알 멋짐,2020.11.02,0,2
5134,10,간만에 진짜 재밌는 영화 봄,2020.11.02,0,2
5135,10,일부 어린이들도 역겨워 할 유치 구간 빼고는 매우 훌륭한 작품.,2020.11.02,0,2
5136,10,주변에서 재미없다길래 반신반의 했는데 정말 재밌네요!!마음이 뜨거워지고 이 시국 때문에 지친 우리들을 초심으로 돌아가게 해준 영화입니다배우들의 연기력과 케미는 말하자면 입아픔!!꼭 보세요!!!강.추.!!!!,2020.11.02,0,2
5137,10,"솔직히 제목보고 별 기대 안했는데 진짜 재미있엇음 , 요즘 영화와 다르게 신파없고 남녀 성으로 분란조장하는 눈쌀찌푸려지는 장면없이 풍자와 당시 상황을 그대로 보여주면서 오히려 여성에대한 존중이 더 높아진 느낌임. 주...",2020.11.02,0,2
5138,10,배우 조합이 너무 좋아요 ㅠㅜㅜ,2020.11.02,0,2
5139,10,너무너무너무너무좋음... 세 배우 케미에 질식할 것 같고 세 명 다 인생 캐릭터 만난듯 싶어요 정말 온 여성들의 심장을 가로채가는 영화..,2020.11.02,0,2
5140,10,재밌다...너무 재밌다,2020.11.02,0,2
5141,10,너무너무 재미있음!! 써니느낌,2020.11.02,0,2
5142,10,감동적이고 재미있고 의미있음,2020.11.02,0,2
5143,10,너무재밌음...평점 잘 안남기는데 앞으로 더 잘됐으면 해서 남겨요 최고,2020.11.02,0,2
5144,10,,2020.11.02,0,2
5145,10,진짜 너무너무너무 재밌어요. 부모님이랑 같이 보세요 반전도 있고 재밌네요 다들 연기도 넘 잘하구 최고,2020.11.02,0,2
5146,10,,2020.11.02,0,2
5147,10,,2020.11.02,0,2
5148,10,잘만든 웰메이드 영화에영,2020.11.02,0,2
5149,10,먼저..옷이 너무 이뻤어요...근데 퀴어물이면 더 재미있었을듯,2020.11.02,0,2
5150,10,최근 삼년간 봤던 영화중 제일 재밌었어요. 지금 50-60대인 어른들이 보면 옛 생각이 나서 벅차오를것같고 제 또래인 20대 후반이 본다면 지금 내가 일을 하면서 느끼는 감정들을 정리할 수 있을것 같은 영화였어요. ...,2020.11.02,0,2
5151,10,영화관에서 봤는데 너무재미있었습니다,2020.11.02,0,2
5152,10,계속반전있고자루하지않았음,2020.11.02,0,2
5153,10,생각보다 재밌는뎅???,2020.11.02,0,2
5154,10,진짜 너무 재밌음 ㅠㅠㅜ언니들 사랑해,2020.11.02,0,2
5155,10,마지막에 해결하려고 여러명이서 합심하는 장면이 너무 감동적...인류애충전,2020.11.02,0,2
5156,10,감동도 있고 재밌어요~,2020.11.02,0,2
5157,10,웃음과 감동까지..오랫만에 너무 즐거운 시간이었음,2020.11.02,0,2
5158,10,"실상은 무거운 사회고발 내용을 담고 있는데, 한 순간도 빠짐없이 재밌게 풀어내셔서 좋았어요! 연기도 너무 잘 하시고요.",2020.11.02,0,2
5159,10,간만에 한국영화 재밌게 봤어요,2020.11.01,0,2
5160,10,오랜만에 잘만든 한국영화,2020.11.01,0,2
5161,10,코로나만 아니면 천만관객도 될수있을정도의 월메이드영화입니다. 현재 직장인들도 과거상황을 충분히 공감할수있고요..,2020.11.01,0,2
5162,10,,2020.11.01,0,2
5163,10,재밌당~~~!! 스토리가 좋았음,2020.11.01,0,2
5164,10,오랜만에 만족스러운 영화였네요 추천드립니당,2020.11.01,0,2
5165,10,나름 볼만한 영화입니다. 환경 문제를 조금 코믹하게 다루긴 했지만 재미있게 보았네요,2020.11.01,0,2
5166,10,재밌어요 ㅋㅋ 친구랑 좋은 시간이었습니당,2020.11.01,0,2
5167,10,존잼입니다 꼭보세요ㅎㅎ,2020.11.01,0,2
